date,temphigh_f,tempavg_f,templow_f,humidityhigh_percent,humidityavg_percent,humiditylow_percent,visibilityhigh_miles,visibilityavg_miles,visibilitylow_miles,windhigh_mph,windavg_mph,windgust_mph,precipitation_inches,fog,rain,snow,thunderstorm
2014-01-01,69.0,54.0,39.0,83.0,68.0,52.0,10.0,10.0,8.0,13.0,4.0,22.0,0.0,0,0,0,0
2014-01-02,55.0,44.0,33.0,83.0,55.0,26.0,10.0,10.0,9.0,21.0,8.0,31.0,0.0,0,0,0,0
2014-01-03,58.0,43.0,28.0,75.0,49.0,22.0,10.0,10.0,10.0,14.0,4.0,21.0,0.0,0,0,0,0
2014-01-04,71.0,57.0,42.0,89.0,68.0,47.0,10.0,10.0,8.0,16.0,7.0,28.0,0.0,0,0,0,0
2014-01-05,59.0,47.0,34.0,87.0,59.0,31.0,10.0,10.0,4.0,21.0,10.0,34.0,0.0,0,0,0,0
2014-01-06,36.0,29.0,22.0,50.0,38.0,26.0,10.0,10.0,10.0,17.0,7.0,27.0,0.0,0,0,0,0
2014-01-07,48.0,35.0,22.0,68.0,43.0,17.0,10.0,10.0,10.0,13.0,5.0,22.0,0.0,0,0,0,0
2014-01-08,53.0,47.0,40.0,93.0,75.0,57.0,10.0,2.0,1.0,12.0,1.0,18.0,0.16,0,1,0,0
2014-01-09,70.0,62.0,53.0,93.0,80.0,66.0,10.0,4.0,0.0,12.0,3.0,19.0,0.0,1,0,0,0
2014-01-10,72.0,65.0,57.0,93.0,81.0,68.0,10.0,8.0,1.0,13.0,6.0,21.0,0.1,0,1,0,0
2014-01-11,75.0,62.0,48.0,93.0,53.0,13.0,10.0,9.0,5.0,12.0,3.0,19.0,0.0,0,0,0,0
2014-01-12,67.0,57.0,46.0,84.0,68.0,52.0,10.0,10.0,10.0,15.0,4.0,24.0,0.01,0,1,0,0
2014-01-13,71.0,57.0,43.0,87.0,51.0,14.0,10.0,9.0,7.0,17.0,7.0,29.0,0.0,0,0,0,0
2014-01-14,76.0,57.0,37.0,70.0,41.0,12.0,10.0,10.0,10.0,16.0,5.0,29.0,0.0,0,0,0,0
2014-01-15,64.0,52.0,40.0,49.0,35.0,21.0,10.0,10.0,10.0,14.0,4.0,21.0,0.0,0,0,0,0
2014-01-16,72.0,56.0,40.0,55.0,38.0,20.0,10.0,10.0,10.0,14.0,4.0,20.0,0.0,0,0,0,0
2014-01-17,64.0,54.0,43.0,45.0,31.0,17.0,10.0,10.0,9.0,14.0,5.0,21.0,0.0,0,0,0,0
2014-01-18,70.0,54.0,37.0,59.0,45.0,31.0,10.0,10.0,10.0,12.0,2.0,19.0,0.0,0,0,0,0
2014-01-19,72.0,59.0,45.0,64.0,39.0,14.0,10.0,10.0,10.0,9.0,3.0,16.0,0.0,0,0,0,0
2014-01-20,82.0,64.0,46.0,71.0,44.0,17.0,10.0,10.0,10.0,16.0,5.0,26.0,0.0,0,0,0,0
2014-01-21,63.0,51.0,38.0,59.0,39.0,19.0,10.0,10.0,10.0,15.0,6.0,25.0,0.0,0,0,0,0
2014-01-22,70.0,54.0,37.0,70.0,45.0,19.0,10.0,10.0,10.0,12.0,4.0,18.0,0.0,0,0,0,0
2014-01-23,56.0,42.0,27.0,78.0,64.0,50.0,10.0,8.0,2.0,20.0,9.0,31.0,0.06,0,1,1,0
2014-01-24,40.0,33.0,26.0,81.0,60.0,39.0,10.0,9.0,3.0,16.0,5.0,24.0,0.05,0,0,0,0
2014-01-25,70.0,48.0,26.0,85.0,53.0,20.0,10.0,10.0,8.0,8.0,1.0,14.0,0.0,0,0,0,0
2014-01-26,76.0,60.0,43.0,76.0,52.0,27.0,10.0,10.0,10.0,12.0,3.0,20.0,0.0,0,0,0,0
2014-01-27,60.0,47.0,34.0,66.0,44.0,21.0,10.0,10.0,10.0,21.0,9.0,32.0,0.02,0,1,0,0
2014-01-28,39.0,33.0,27.0,69.0,48.0,27.0,10.0,10.0,10.0,15.0,6.0,23.0,0.05,0,1,0,0
2014-01-29,49.0,38.0,27.0,63.0,42.0,21.0,10.0,10.0,10.0,15.0,5.0,23.0,0.0,0,0,0,0
2014-01-30,65.0,48.0,31.0,80.0,64.0,48.0,10.0,10.0,10.0,15.0,7.0,27.0,0.0,0,0,0,0
2014-01-31,80.0,68.0,55.0,86.0,64.0,42.0,10.0,10.0,9.0,14.0,9.0,25.0,0.0,0,0,0,0
2014-02-01,76.0,66.0,55.0,81.0,71.0,60.0,10.0,10.0,9.0,14.0,6.0,26.0,0.0,0,1,0,0
2014-02-02,55.0,45.0,35.0,79.0,69.0,59.0,10.0,8.0,4.0,18.0,11.0,29.0,0.02,0,1,0,0
2014-02-03,46.0,40.0,34.0,82.0,74.0,65.0,10.0,6.0,3.0,13.0,6.0,17.0,0.0,0,0,0,0
2014-02-04,64.0,53.0,42.0,89.0,68.0,46.0,10.0,6.0,2.0,10.0,2.0,18.0,0.15,0,1,0,0
2014-02-05,48.0,40.0,31.0,80.0,60.0,39.0,10.0,10.0,10.0,16.0,10.0,24.0,0.0,0,0,0,0
2014-02-06,32.0,29.0,26.0,58.0,54.0,49.0,10.0,10.0,10.0,15.0,8.0,23.0,0.0,0,0,0,0
2014-02-07,38.0,34.0,29.0,78.0,68.0,58.0,10.0,7.0,2.0,8.0,3.0,12.0,0.0,0,0,0,0
2014-02-08,65.0,51.0,37.0,85.0,63.0,40.0,10.0,7.0,3.0,14.0,5.0,21.0,0.0,0,0,0,0
2014-02-09,76.0,59.0,41.0,96.0,70.0,44.0,10.0,5.0,0.0,13.0,4.0,20.0,0.0,1,0,0,0
2014-02-10,60.0,48.0,35.0,82.0,74.0,66.0,10.0,8.0,4.0,15.0,9.0,23.0,0.0,0,1,0,0
2014-02-11,36.0,35.0,33.0,89.0,80.0,70.0,9.0,5.0,1.0,15.0,9.0,23.0,0.1,0,1,0,0
2014-02-12,57.0,45.0,33.0,75.0,57.0,38.0,10.0,9.0,7.0,14.0,5.0,22.0,0.0,0,0,0,0
2014-02-13,69.0,51.0,32.0,85.0,58.0,30.0,10.0,10.0,10.0,10.0,4.0,19.0,0.0,0,0,0,0
2014-02-14,86.0,67.0,47.0,86.0,51.0,15.0,10.0,10.0,8.0,18.0,6.0,30.0,0.0,0,0,0,0
2014-02-15,76.0,59.0,42.0,64.0,43.0,22.0,10.0,10.0,10.0,15.0,5.0,23.0,0.0,0,0,0,0
2014-02-16,76.0,68.0,59.0,90.0,74.0,57.0,10.0,5.0,0.0,13.0,5.0,23.0,0.0,1,0,0,0
2014-02-17,81.0,70.0,58.0,87.0,52.0,17.0,10.0,8.0,2.0,15.0,5.0,23.0,0.0,0,0,0,0
2014-02-18,82.0,69.0,55.0,78.0,55.0,32.0,10.0,10.0,9.0,13.0,4.0,20.0,0.0,0,0,0,0
2014-02-19,82.0,73.0,63.0,93.0,70.0,47.0,10.0,9.0,2.0,15.0,7.0,25.0,0.0,0,0,0,0
2014-02-20,83.0,70.0,57.0,81.0,48.0,15.0,10.0,9.0,7.0,16.0,8.0,28.0,0.0,0,0,0,0
2014-02-21,72.0,57.0,41.0,67.0,43.0,19.0,10.0,10.0,10.0,14.0,5.0,20.0,0.0,0,0,0,0
2014-02-22,77.0,63.0,48.0,73.0,53.0,32.0,10.0,10.0,10.0,14.0,6.0,22.0,0.0,0,0,0,0
2014-02-23,86.0,74.0,62.0,84.0,57.0,29.0,10.0,10.0,7.0,15.0,4.0,24.0,0.0,0,0,0,0
2014-02-24,76.0,66.0,55.0,81.0,65.0,49.0,10.0,9.0,5.0,12.0,4.0,18.0,0.0,0,0,0,0
2014-02-25,71.0,62.0,52.0,93.0,85.0,77.0,10.0,4.0,1.0,12.0,5.0,20.0,0.0,0,1,0,0
2014-02-26,52.0,44.0,36.0,83.0,63.0,43.0,10.0,8.0,2.0,20.0,8.0,29.0,0.11,0,1,0,0
2014-02-27,59.0,45.0,31.0,82.0,56.0,29.0,10.0,10.0,10.0,12.0,3.0,17.0,0.0,0,0,0,0
2014-02-28,80.0,62.0,44.0,83.0,60.0,37.0,10.0,10.0,7.0,13.0,6.0,21.0,0.0,0,0,0,0
2014-03-01,82.0,68.0,53.0,93.0,74.0,54.0,10.0,7.0,0.0,16.0,5.0,27.0,0.0,1,0,0,0
2014-03-02,73.0,51.0,28.0,89.0,79.0,69.0,10.0,8.0,2.0,20.0,10.0,37.0,0.08,0,1,0,0
2014-03-03,47.0,36.0,24.0,75.0,56.0,37.0,10.0,9.0,4.0,18.0,10.0,29.0,0.08,0,1,0,1
2014-03-04,50.0,40.0,30.0,92.0,72.0,52.0,10.0,8.0,2.0,9.0,4.0,13.0,0.17,0,1,0,0
2014-03-05,53.0,46.0,38.0,86.0,76.0,66.0,10.0,7.0,4.0,13.0,3.0,16.0,0.0,0,0,0,0
2014-03-06,65.0,54.0,43.0,89.0,62.0,34.0,10.0,8.0,4.0,13.0,4.0,20.0,0.0,0,0,0,0
2014-03-07,67.0,53.0,39.0,86.0,65.0,44.0,10.0,9.0,5.0,16.0,6.0,22.0,0.0,0,0,0,0
2014-03-08,59.0,52.0,44.0,93.0,88.0,83.0,10.0,3.0,1.0,14.0,4.0,21.0,0.74,0,1,0,1
2014-03-09,58.0,49.0,39.0,86.0,71.0,55.0,10.0,9.0,2.0,15.0,5.0,23.0,0.11,0,1,0,0
2014-03-10,71.0,61.0,50.0,84.0,69.0,53.0,10.0,9.0,4.0,12.0,3.0,17.0,0.01,0,1,0,0
2014-03-11,83.0,70.0,56.0,93.0,66.0,39.0,10.0,9.0,4.0,14.0,5.0,22.0,0.0,0,0,0,0
2014-03-12,70.0,60.0,49.0,56.0,36.0,16.0,10.0,10.0,10.0,24.0,11.0,37.0,0.0,0,0,0,0
2014-03-13,68.0,52.0,37.0,68.0,35.0,21.0,10.0,10.0,10.0,9.0,4.0,18.0,0.0,0,0,0,0
2014-03-14,75.0,62.0,49.0,86.0,68.0,49.0,10.0,10.0,10.0,13.0,5.0,24.0,0.0,0,0,0,0
2014-03-15,74.0,68.0,62.0,93.0,81.0,68.0,10.0,5.0,0.0,12.0,4.0,17.0,0.07,1,1,0,0
2014-03-16,64.0,56.0,48.0,93.0,66.0,39.0,10.0,10.0,10.0,24.0,11.0,36.0,0.0,0,0,0,0
2014-03-17,68.0,55.0,41.0,53.0,36.0,18.0,10.0,10.0,10.0,16.0,6.0,26.0,0.0,0,0,0,0
2014-03-18,83.0,65.0,47.0,73.0,49.0,24.0,10.0,10.0,10.0,18.0,8.0,26.0,0.0,0,0,0,0
2014-03-19,72.0,62.0,51.0,80.0,52.0,24.0,10.0,9.0,6.0,15.0,6.0,26.0,0.0,0,0,0,0
2014-03-20,76.0,59.0,42.0,82.0,52.0,21.0,10.0,10.0,10.0,10.0,2.0,15.0,0.0,0,0,0,0
2014-03-21,80.0,67.0,54.0,93.0,69.0,45.0,10.0,8.0,0.0,17.0,7.0,27.0,0.0,1,0,0,0
2014-03-22,77.0,69.0,61.0,100.0,80.0,60.0,10.0,7.0,1.0,12.0,4.0,17.0,0.0,0,0,0,0
2014-03-23,61.0,54.0,47.0,72.0,62.0,51.0,10.0,10.0,9.0,17.0,9.0,30.0,0.0,0,0,0,0
2014-03-24,66.0,58.0,50.0,72.0,58.0,44.0,10.0,10.0,10.0,10.0,3.0,15.0,0.0,0,0,0,0
2014-03-25,69.0,57.0,44.0,93.0,61.0,28.0,10.0,10.0,7.0,15.0,5.0,22.0,0.0,0,0,0,0
2014-03-26,66.0,60.0,54.0,78.0,57.0,36.0,10.0,10.0,6.0,22.0,10.0,33.0,0.0,0,1,0,0
2014-03-27,82.0,72.0,61.0,100.0,78.0,55.0,10.0,7.0,1.0,16.0,8.0,26.0,0.01,0,1,0,0
2014-03-28,89.0,76.0,63.0,90.0,64.0,37.0,10.0,8.0,2.0,18.0,5.0,27.0,0.0,0,0,0,1
2014-03-29,77.0,64.0,51.0,68.0,43.0,18.0,10.0,10.0,10.0,13.0,5.0,21.0,0.0,0,0,0,0
2014-03-30,79.0,62.0,45.0,83.0,56.0,29.0,10.0,10.0,10.0,20.0,8.0,30.0,0.0,0,0,0,0
2014-03-31,85.0,73.0,60.0,90.0,65.0,40.0,10.0,10.0,10.0,16.0,9.0,27.0,0.0,0,0,0,0
2014-04-01,86.0,76.0,66.0,93.0,71.0,48.0,10.0,8.0,4.0,17.0,8.0,28.0,0.0,0,0,0,0
2014-04-02,82.0,76.0,70.0,97.0,78.0,58.0,10.0,9.0,4.0,16.0,9.0,30.0,0.0,0,1,0,0
2014-04-03,82.0,77.0,71.0,90.0,74.0,58.0,10.0,8.0,5.0,14.0,7.0,25.0,0.0,0,0,0,0
2014-04-04,74.0,64.0,54.0,93.0,58.0,22.0,10.0,10.0,5.0,17.0,8.0,28.0,0.0,0,1,0,0
2014-04-05,65.0,60.0,54.0,60.0,48.0,36.0,10.0,10.0,10.0,10.0,4.0,17.0,0.0,0,0,0,0
2014-04-06,61.0,57.0,52.0,96.0,76.0,55.0,10.0,7.0,2.0,12.0,5.0,19.0,0.2,0,1,0,1
2014-04-07,72.0,62.0,52.0,93.0,69.0,44.0,10.0,9.0,2.0,25.0,3.0,57.0,0.27,0,1,0,1
2014-04-08,77.0,64.0,50.0,96.0,57.0,18.0,10.0,10.0,10.0,22.0,8.0,37.0,0.0,0,0,0,0
2014-04-09,84.0,65.0,45.0,77.0,51.0,24.0,10.0,10.0,10.0,13.0,6.0,22.0,0.0,0,0,0,0
2014-04-10,87.0,72.0,57.0,90.0,59.0,27.0,10.0,10.0,10.0,17.0,10.0,31.0,0.0,0,0,0,0
2014-04-11,85.0,73.0,61.0,90.0,65.0,40.0,10.0,10.0,7.0,16.0,8.0,25.0,0.0,0,0,0,0
2014-04-12,85.0,75.0,65.0,87.0,66.0,44.0,10.0,10.0,9.0,20.0,10.0,30.0,0.0,0,0,0,0
2014-04-13,78.0,73.0,68.0,90.0,79.0,67.0,10.0,9.0,8.0,18.0,7.0,29.0,0.0,0,0,0,0
2014-04-14,73.0,58.0,43.0,90.0,65.0,39.0,10.0,8.0,0.0,22.0,10.0,38.0,1.34,1,1,0,1
2014-04-15,65.0,52.0,39.0,59.0,39.0,19.0,10.0,10.0,10.0,12.0,4.0,17.0,0.0,0,0,0,0
2014-04-16,73.0,57.0,40.0,76.0,56.0,35.0,10.0,10.0,10.0,16.0,7.0,26.0,0.0,0,0,0,0
2014-04-17,67.0,62.0,56.0,97.0,85.0,72.0,10.0,7.0,1.0,10.0,4.0,15.0,0.06,0,1,0,0
2014-04-18,78.0,69.0,59.0,93.0,68.0,43.0,10.0,6.0,2.0,9.0,2.0,16.0,0.01,0,1,0,0
2014-04-19,78.0,66.0,54.0,93.0,68.0,43.0,10.0,9.0,4.0,13.0,5.0,19.0,0.0,0,0,0,0
2014-04-20,75.0,68.0,61.0,97.0,77.0,57.0,10.0,8.0,2.0,12.0,6.0,19.0,0.0,0,0,0,0
2014-04-21,84.0,74.0,64.0,93.0,72.0,51.0,10.0,9.0,2.0,14.0,5.0,25.0,0.01,0,1,0,1
2014-04-22,87.0,75.0,63.0,87.0,61.0,35.0,10.0,10.0,10.0,12.0,3.0,20.0,0.0,0,0,0,0
2014-04-23,87.0,73.0,59.0,90.0,68.0,46.0,10.0,10.0,10.0,17.0,7.0,29.0,0.0,0,0,0,0
2014-04-24,88.0,78.0,67.0,87.0,63.0,38.0,10.0,10.0,9.0,16.0,5.0,26.0,0.0,0,0,0,0
2014-04-25,88.0,76.0,63.0,68.0,51.0,34.0,10.0,10.0,10.0,12.0,6.0,20.0,0.0,0,0,0,0
2014-04-26,86.0,77.0,68.0,90.0,73.0,55.0,10.0,6.0,2.0,16.0,8.0,28.0,0.0,0,1,0,0
2014-04-27,96.0,85.0,73.0,87.0,51.0,15.0,10.0,6.0,3.0,14.0,6.0,24.0,0.0,0,0,0,0
2014-04-28,93.0,80.0,66.0,67.0,39.0,10.0,10.0,10.0,7.0,14.0,4.0,22.0,0.0,0,0,0,0
2014-04-29,84.0,72.0,60.0,60.0,36.0,11.0,10.0,10.0,10.0,17.0,7.0,28.0,0.0,0,0,0,0
2014-04-30,75.0,66.0,57.0,42.0,32.0,21.0,10.0,10.0,10.0,16.0,6.0,28.0,0.0,0,0,0,0
2014-05-01,77.0,65.0,52.0,63.0,39.0,15.0,10.0,10.0,10.0,10.0,3.0,18.0,0.0,0,0,0,0
2014-05-02,83.0,70.0,56.0,51.0,33.0,14.0,10.0,10.0,10.0,9.0,3.0,17.0,0.0,0,0,0,0
2014-05-03,94.0,76.0,58.0,44.0,27.0,10.0,10.0,10.0,10.0,13.0,4.0,20.0,0.0,0,0,0,0
2014-05-04,91.0,76.0,61.0,37.0,27.0,16.0,10.0,10.0,10.0,14.0,7.0,23.0,0.0,0,0,0,0
2014-05-05,92.0,76.0,60.0,90.0,61.0,32.0,10.0,10.0,10.0,16.0,8.0,27.0,0.0,0,0,0,0
2014-05-06,87.0,76.0,65.0,87.0,66.0,45.0,10.0,10.0,10.0,17.0,9.0,29.0,0.0,0,0,0,0
2014-05-07,88.0,79.0,70.0,84.0,65.0,46.0,10.0,10.0,10.0,18.0,9.0,31.0,0.0,0,0,0,0
2014-05-08,84.0,79.0,73.0,84.0,75.0,65.0,10.0,6.0,2.0,17.0,8.0,30.0,0.06,0,1,0,0
2014-05-09,86.0,76.0,66.0,87.0,69.0,50.0,10.0,5.0,1.0,20.0,5.0,39.0,0.0,0,1,0,1
2014-05-10,91.0,76.0,60.0,97.0,71.0,44.0,10.0,10.0,5.0,16.0,6.0,23.0,0.0,0,0,0,0
2014-05-11,93.0,83.0,72.0,84.0,63.0,41.0,10.0,9.0,4.0,18.0,10.0,30.0,0.0,0,0,0,0
2014-05-12,82.0,72.0,62.0,94.0,87.0,79.0,10.0,5.0,0.0,18.0,7.0,26.0,2.45,1,1,0,1
2014-05-13,67.0,61.0,55.0,93.0,73.0,52.0,10.0,8.0,2.0,16.0,8.0,31.0,0.94,0,1,0,1
2014-05-14,76.0,64.0,51.0,93.0,57.0,21.0,10.0,10.0,5.0,17.0,7.0,28.0,0.14,0,1,0,0
2014-05-15,84.0,65.0,46.0,93.0,55.0,17.0,10.0,10.0,10.0,10.0,3.0,17.0,0.0,0,0,0,0
2014-05-16,86.0,74.0,61.0,60.0,40.0,20.0,10.0,10.0,10.0,15.0,7.0,27.0,0.0,0,0,0,0
2014-05-17,86.0,73.0,60.0,84.0,58.0,32.0,10.0,10.0,10.0,17.0,9.0,26.0,0.0,0,0,0,0
2014-05-18,85.0,74.0,62.0,93.0,67.0,40.0,10.0,10.0,8.0,16.0,8.0,24.0,0.0,0,0,0,0
2014-05-19,86.0,76.0,66.0,87.0,65.0,43.0,10.0,10.0,10.0,18.0,10.0,27.0,0.0,0,0,0,0
2014-05-20,89.0,78.0,67.0,84.0,63.0,42.0,10.0,10.0,10.0,14.0,9.0,26.0,0.0,0,0,0,0
2014-05-21,89.0,80.0,70.0,84.0,61.0,38.0,10.0,10.0,10.0,16.0,8.0,27.0,0.0,0,0,0,0
2014-05-22,87.0,79.0,70.0,90.0,70.0,50.0,10.0,10.0,7.0,15.0,7.0,25.0,0.0,0,0,0,0
2014-05-23,84.0,78.0,71.0,84.0,69.0,54.0,10.0,8.0,0.0,14.0,6.0,20.0,0.19,1,1,0,0
2014-05-24,86.0,78.0,70.0,97.0,79.0,61.0,10.0,9.0,7.0,15.0,7.0,23.0,0.0,0,0,0,0
2014-05-25,87.0,80.0,72.0,84.0,66.0,48.0,10.0,10.0,10.0,15.0,6.0,24.0,0.0,0,0,0,1
2014-05-26,75.0,70.0,64.0,93.0,83.0,73.0,10.0,8.0,1.0,17.0,5.0,29.0,1.56,0,1,0,1
2014-05-27,73.0,68.0,63.0,93.0,86.0,79.0,10.0,6.0,0.0,22.0,3.0,31.0,1.75,1,1,0,1
2014-05-28,84.0,76.0,68.0,97.0,74.0,51.0,10.0,7.0,2.0,14.0,4.0,22.0,0.0,0,0,0,0
2014-05-29,89.0,78.0,66.0,93.0,66.0,38.0,10.0,10.0,10.0,9.0,2.0,15.0,0.0,0,0,0,0
2014-05-30,94.0,81.0,68.0,84.0,60.0,36.0,10.0,10.0,10.0,9.0,3.0,17.0,0.0,0,0,0,0
2014-05-31,93.0,82.0,70.0,84.0,63.0,41.0,10.0,10.0,10.0,10.0,3.0,20.0,0.0,0,0,0,0
2014-06-01,88.0,80.0,71.0,93.0,69.0,45.0,10.0,8.0,2.0,14.0,4.0,20.0,0.0,0,0,0,0
2014-06-02,91.0,83.0,74.0,87.0,67.0,47.0,10.0,10.0,8.0,13.0,7.0,22.0,0.0,0,0,0,0
2014-06-03,90.0,83.0,75.0,82.0,67.0,52.0,10.0,10.0,10.0,10.0,6.0,17.0,0.0,0,0,0,0
2014-06-04,91.0,83.0,74.0,87.0,70.0,52.0,10.0,10.0,10.0,12.0,7.0,21.0,0.0,0,0,0,0
2014-06-05,91.0,83.0,74.0,87.0,72.0,56.0,10.0,10.0,10.0,14.0,7.0,22.0,0.0,0,0,0,0
2014-06-06,92.0,83.0,73.0,87.0,70.0,52.0,10.0,10.0,9.0,14.0,7.0,25.0,0.0,0,0,0,0
2014-06-07,92.0,83.0,74.0,93.0,71.0,49.0,10.0,10.0,10.0,14.0,7.0,26.0,0.0,0,0,0,0
2014-06-08,90.0,83.0,76.0,87.0,67.0,46.0,10.0,10.0,5.0,16.0,7.0,27.0,0.0,0,1,0,0
2014-06-09,86.0,77.0,68.0,91.0,78.0,65.0,10.0,8.0,1.0,14.0,4.0,22.0,0.55,0,1,0,1
2014-06-10,92.0,78.0,64.0,97.0,64.0,30.0,10.0,10.0,9.0,13.0,3.0,20.0,0.0,0,0,0,0
2014-06-11,94.0,80.0,66.0,87.0,64.0,41.0,10.0,10.0,10.0,14.0,5.0,21.0,0.0,0,0,0,0
2014-06-12,92.0,80.0,68.0,79.0,68.0,56.0,10.0,9.0,1.0,24.0,8.0,47.0,1.49,0,1,0,1
2014-06-13,89.0,79.0,68.0,95.0,75.0,55.0,10.0,9.2,2.8,15.0,4.0,22.0,0.0,0,0,0,0
2014-06-14,87.0,92.0,73.0,95.0,77.0,59.0,10.0,9.4,4.6,15.0,6.0,22.0,0.0,0,0,0,0
2014-06-15,91.0,83.0,74.0,94.5,74.5,54.0,10.0,9.6,6.4,14.0,9.0,23.0,0.0,0,0,0,0
2014-06-16,92.0,84.0,75.0,94.0,72.0,49.0,10.0,9.8,8.2,12.0,8.0,24.0,0.0,0,0,0,0
2014-06-17,92.0,84.0,75.0,88.0,69.0,49.0,10.0,10.0,10.0,12.0,9.0,22.0,0.0,0,0,0,0
2014-06-18,92.0,85.0,77.0,91.0,68.0,44.0,10.0,9.0,4.0,16.0,9.0,26.0,0.02,0,1,0,0
2014-06-19,91.0,84.0,76.0,88.0,68.0,47.0,10.0,10.0,10.0,13.0,6.0,22.0,0.01,0,0,0,0
2014-06-20,91.0,83.0,75.0,88.0,69.0,50.0,10.0,10.0,9.0,13.0,5.0,19.0,0.0,0,0,0,0
2014-06-21,92.0,84.0,75.0,94.0,72.0,49.0,10.0,10.0,8.0,15.0,6.0,21.0,0.0,0,0,0,0
2014-06-22,90.0,83.0,76.0,85.0,70.0,55.0,10.0,9.0,8.0,13.0,8.0,22.0,0.0,0,0,0,0
2014-06-23,88.0,78.0,68.0,88.0,75.0,61.0,10.0,8.0,1.0,16.0,4.0,26.0,0.27,0,1,0,1
2014-06-24,93.0,84.0,74.0,94.0,72.0,49.0,10.0,9.0,0.0,22.0,4.0,35.0,0.24,1,1,0,1
2014-06-25,89.0,80.0,71.0,94.0,77.0,59.0,10.0,8.0,0.0,16.0,5.0,24.0,0.49,1,1,0,1
2014-06-26,88.0,80.0,71.0,94.0,76.0,57.0,10.0,10.0,6.0,15.0,7.0,24.0,0.01,0,1,0,0
2014-06-27,91.0,83.0,75.0,88.0,69.0,49.0,10.0,10.0,8.0,17.0,8.0,32.0,0.0,0,0,0,0
2014-06-28,93.0,86.0,78.0,85.0,69.0,52.0,10.0,10.0,8.0,16.0,9.0,27.0,0.0,0,0,0,0
2014-06-29,95.0,86.0,77.0,88.0,69.0,49.0,10.0,9.0,7.0,17.0,9.0,27.0,0.0,0,0,0,0
2014-06-30,96.0,87.0,77.0,88.0,64.0,39.0,10.0,9.0,7.0,17.0,8.0,27.0,0.0,0,0,0,0
2014-07-01,96.0,86.0,75.0,88.0,64.0,39.0,10.0,10.0,7.0,15.0,6.0,22.0,0.0,0,0,0,0
2014-07-02,97.0,85.0,73.0,93.0,64.0,35.0,10.0,10.0,6.0,14.0,4.0,18.0,0.0,0,0,0,0
2014-07-03,96.0,84.0,72.0,93.0,62.0,30.0,10.0,10.0,6.0,20.0,3.0,29.0,0.07,0,1,0,1
2014-07-04,93.0,82.0,71.0,93.0,67.0,41.0,10.0,10.0,9.0,16.0,4.0,23.0,0.0,0,0,0,1
2014-07-05,94.0,82.0,69.0,93.0,70.0,46.0,10.0,10.0,5.0,18.0,4.0,30.0,0.0,0,0,0,0
2014-07-06,95.0,84.0,72.0,100.0,72.0,44.0,10.0,8.0,3.0,13.0,5.0,20.0,0.0,0,0,0,0
2014-07-07,96.0,85.0,73.0,87.0,61.0,34.0,10.0,10.0,10.0,13.0,5.0,19.0,0.0,0,0,0,0
2014-07-08,98.0,86.0,74.0,93.0,63.0,33.0,10.0,10.0,10.0,13.0,7.0,21.0,0.0,0,0,0,0
2014-07-09,98.0,85.0,72.0,90.0,59.0,27.0,10.0,10.0,8.0,14.0,6.0,23.0,0.0,0,0,0,0
2014-07-10,96.0,84.0,72.0,93.0,64.0,34.0,10.0,10.0,7.0,14.0,5.0,24.0,0.0,0,0,0,0
2014-07-11,95.0,83.0,71.0,90.0,60.0,30.0,10.0,10.0,10.0,13.0,5.0,22.0,0.0,0,0,0,0
2014-07-12,98.0,85.0,71.0,93.0,59.0,25.0,10.0,9.0,7.0,13.0,4.0,20.0,0.0,0,0,0,0
2014-07-13,100.0,87.0,74.0,93.0,63.0,33.0,10.0,10.0,10.0,13.0,4.0,17.0,0.0,0,0,0,0
2014-07-14,101.0,88.0,75.0,82.0,55.0,28.0,10.0,10.0,10.0,10.0,4.0,16.0,0.0,0,0,0,0
2014-07-15,92.0,83.0,73.0,93.0,71.0,49.0,10.0,10.0,8.0,15.0,3.0,23.0,0.06,0,1,0,1
2014-07-16,95.0,84.0,73.0,93.0,68.0,43.0,10.0,8.0,1.0,15.0,4.0,22.0,0.31,0,1,0,1
2014-07-17,89.0,82.0,74.0,94.0,77.0,59.0,10.0,7.0,0.0,13.0,5.0,19.0,3.53,1,1,0,1
2014-07-18,78.0,75.0,72.0,100.0,87.0,74.0,10.0,7.0,1.0,14.0,3.0,27.0,1.52,0,1,0,1
2014-07-19,86.0,78.0,70.0,90.0,76.0,61.0,10.0,9.0,6.0,8.0,2.0,11.0,0.0,0,0,0,0
2014-07-20,94.0,84.0,74.0,93.0,73.0,52.0,10.0,9.0,7.0,12.0,4.0,18.0,0.0,0,0,0,0
2014-07-21,96.0,87.0,77.0,94.0,70.0,46.0,10.0,9.0,5.0,10.0,6.0,20.0,0.0,0,0,0,0
2014-07-22,96.0,86.0,76.0,94.0,68.0,42.0,10.0,10.0,8.0,8.0,2.0,14.0,0.0,0,0,0,0
2014-07-23,97.0,86.0,75.0,94.0,66.0,38.0,10.0,9.0,6.0,7.0,3.0,14.0,0.0,0,0,0,0
2014-07-24,94.0,84.0,74.0,94.0,70.0,46.0,10.0,8.0,2.0,8.0,3.0,12.0,0.09,0,1,0,0
2014-07-25,96.0,86.0,75.0,87.0,63.0,39.0,10.0,10.0,10.0,12.0,5.0,18.0,0.0,0,0,0,0
2014-07-26,98.0,87.0,76.0,94.0,66.0,38.0,10.0,10.0,8.0,15.0,6.0,25.0,0.0,0,0,0,0
